die,schule,school
die,schulter,shoulder
der,schuppen,shed
der,schuss,shot
der,schutz,protection
die,schwarze,black
der,schweif,tail
das,schwein,pig
der,schweiß,sweat
die,schwerkraft,gravity
das,schwert,sword
die,schwester,sister
die,schwierigkeit,difficulty
die,schwierigkeiten,trouble
das,schwimmbecken,pool
das,schwimmen,swimming
die,schwäche,weakness
der,schädel,skull
die,schönheit,beauty
der,schüler,student
die,schürze,apron
der,see,lake
die,seele,soul
der,seemann,sailor
der,segen,blessing
die,sehenswürdigkeit,sight
die,seide,silk
die,seife,soap
das,seil,rope
das,sein,being
die,seite,side
die,seite,page
die,seitenleiste,sidebar
der,sekretär,secretary
die,sektion,section
die,selbstmord,suicide
der,senator,senator
die,sensation,sensation
die,sequenz,sequence
der,service,service
die,serviette,napkin
der,seufzer,sigh
der,sheriff,sheriff
das,shooting,shooting
die,shorts,shorts
die,show,show
der,shuttle,shuttle
die,sicherheit,security
die,sicherheit,safety
die,sicht,vision
der,sieg,victory
der,sieger,victor
das,signal,signal
das,silber,silver
der,sinn,sense
die,sip,sip
die,sir,sir
die,sirene,siren
die,situation,situation
die,sitzung,session
die,skala,scale
das,skelett,skeleton
das,skript,script
die,slave,slave
der,slip,slip
die,socke,sock
die,soda,soda
das,sofa,couch
das,sofa,sofa
der,sohn,son
der,soldat,soldier
der,sommer,summer
die,sonne,sun
die,sonnenbrille,sunglasses
das,sonnenlicht,sunlight
der,sonnenschein,sunshine
der,sonnenuntergang,sunset
die,sorge,concern
die,sorge,worry
das,spannfutter,chuck
die,spannung,tension
der,spaß,joy
der,spaß,fun
der,speer,spear
das,speicher,storage
der,speisesaal,dining
der,spiegel,mirror
das,spiel,game
das,spiel,play
der,spieler,player
das,spielzeug,toy
die,spinne,spider
die,spitze,top
die,spitze,lace
der,spitzer,peak
der,sport,sport
die,sprache,language
das,spray,spray
die,spur,trace
der,staat,state
die,stadt,city
die,stadt,town
der,stahl,steel
der,stall,stall
der,stamm,tribe
der,stand,stand
der,standard,standard
der,standort,site
die,stange,rod
der,stapel,pile
der,stapel,stack
der,star,starling
die,stare,stare
die,statue,statue
der,status,status
der,staub,dust
das,steak,steak
der,stein,stone
der,stein,boulder
der,stellvertretende,deputy
der,stern,star
die,steuer,tax
das,steuer,steering
der,steuermann,mate
der,stift,pen
der,stift,pin
der,stil,style
die,stille,silence
die,stimme,voice
die,stimmung,mood
die,stimmung,temper
die,stirn,forehead
die,stirn,brow
das,stirnrunzeln,frown
der,stock,stick
der,stock,cane
der,stolz,pride
die,strafe,punishment
der,strahl,ray
der,strahl,beam
der,strahl,jet
der,strand,beach
der,strang,strand
die,straße,street
die,straße,road
die,straße,avenue
die,strecke,track
die,strecke,stretch
der,streifen,strip
der,streifen,streak
der,strohhalm,straw
der,strom,stream
die,struktur,structure
die,strömung,flow
die,studie,trial
das,studio,studio
die,studium,study
der,stuhl,chair
der,stuhl,stool
der,stumpf,stump
die,stunde,hour
der,stundenplan,schedule
der,sturm,storm
der,ständige,standing
die,stärke,strength
das,stück,piece
die,suche,search
die,suite,suite
die,summe,amount
der,sumpf,swamp
die,suppe,soup
das,symbol,symbol
die,sympathie,sympathy
das,system,system
die,szene,scene
der,sänger,singer
der,süden,south
die,sünde,sin
die,süßigkeit,candy
die,tabak,tobacco
die,tafel,board
der,tag,day
das,tagebuch,journal
das,tagebuch,diary
das,tageslicht,daylight
die,taille,waist
das,tal,valley
das,talent,talent
die,tante,aunt
der,tanz,dance
das,tanzen,dancing
die,tasche,pocket
die,taschenlampe,flashlight
das,taschentuch,handkerchief
die,tasse,cup
die,tatsache,fact
die,taube,pigeon
das,taxi,cab
das,taxi,taxi
das,team,team
der,techniker,technician
die,technologie,technology
der,tee,tea
der,teenager,teenager
der,teich,pond
der,teil,part
das,teilen,share
das,telefon,phone
das,telefon,telephone
der,teller,plate
der,tempel,temple
die,temperatur,temperature
der,tennis,tennis
der,teppich,carpet
der,teppich,rug
der,termin,appointment
die,terrasse,patio
das,territorium,territory
der,test,test
zum,teufel,fuck
der,teufel,devil
der,text,text
das,theater,theater
das,thema,subject
das,thema,issue
das,thema,topic
die,theorie,theory
das,ticket,ticket
die,tiefe,depth
das,tier,animal
der,tiger,tiger
die,tinten,ink
der,tisch,table
den,titel,title
die,titelseite,cover
der,toast,toast
die,tochter,daughter
der,tod,death
die,toilette,toilet
die,tomate,tomato
der,ton,tone
der,ton,clay
die,tonhöhe,pitch
der,topf,pot
der,tourist,tourist
die,tradition,tradition
die,tragödie,tragedy
der,trainer,coach
das,training,training
die,trauer,grief
die,trauer,sorrow
der,traum,dream
die,traurigkeit,sadness
das,treffen,meeting
die,treppen,stair
das,treppenhaus,staircase
der,trick,trick
das,trikot,jersey
das,trink,drinking
das,trinkgeld,tip
die,tritt,footstep
die,trommel,drum
die,truppe,troop
der,truthahn,turkey
die,trübung,haze
die,trümmer,debris
das,tshirt,tshirt
der,tunnel,tunnel
der,turm,tower
der,typ,type
die,tänzerin,dancer
die,tätowierung,tattoo
das,töten,killing
die,tür,door
die,türöffnung,doorway
die,ubahn,subway
die,uhr,watch
die,uhr,clock
die,umarmung,hug
die,umgebung,environment
der,umhang,cape
die,umlaufbahn,orbit
der,umschlag,envelope
der,umstand,circumstance
der,unfall,accident
der,unglaube,disbelief
das,unglück,disaster
die,uniform,uniform
die,union,union
die,universität,university
das,universum,universe
das,unkraut,weed
die,unordnung,mess
der,unsinn,nonsense
der,unterarm,forearm
die,unterhaltung,conversation
das,unternehmen,company
der,unterricht,lesson
der,unterschied,difference
die,unterstützung,support
die,unterwäsche,underwear
der,urheberrechts,copyright
der,urlaub,holiday
den,urlaub,vacation
der,urlaub,leave
der,ursprung,root
das,urteil,judgment
der,vampir,vampire
der,van,van
der,vater,father
der,vater,dad
die,vene,vein
die,verantwortung,responsibility
die,verbindung,connection
das,verbrechen,crime
der,verdacht,suspicion
die,vereinbarung,arrangement
die,vereinbarung,agreement
das,verfahren,procedure
der,verfasser,writer
die,vergangenheit,past
der,vergnügungspark,amusement
das,verhalten,behavior
das,verhältnis,relationship
der,verkauf,sale
der,verkehr,traffic
das,verlangen,desire
die,verlegenheit,embarrassment
die,verletzung,injury
der,verlust,loss
die,vermutung,guess
das,versagen,failure
die,versammlung,gathering
die,verschiebung,shift
die,versicherung,insurance
die,version,version
die,versorgung,supply
das,versprechen,promise
das,verständnis,understanding
der,versuch,attempt
die,verteidigung,defense
der,vertrag,contract
das,vertrauen,confidence
das,vertrauen,trust
die,verwendung,use
die,verwirrung,confusion
die,verzweiflung,despair
das,video,video
das,vieh,cattle
die,vielfalt,variety
das,viertel,quarter
das,viertel,district
die,villa,mansion
das,violett,violet
der,vogel,bird
das,volk,people
die,volks,folk
das,volumen,volume
dem,vorabend,eve
der,vorfahr,ancestor
der,vorfall,incident
die,vorhalle,porch
das,vorhandensein,presence
der,vormarsch,advance
der,vorschlag,suggestion
die,vorstellung,notion
der,vorteil,advantage
der,vorteil,benefit
der,vortrag,lecture
der,wachtmeister,sergeant
die,waffe,gun
die,waffe,weapon
der,wagen,wagon
der,wagen,cart
der,wagen,carriage
die,wahl,choice
die,wahrheit,truth
der,wal,whale
der,wald,forest
der,wanderer,walker
das,wandern,walk
die,wange,cheek
die,wanne,tub
das,warenhaus,warehouse
die,warnung,warning
die,warte,waiting
das,waschbecken,sink
das,wasser,water
der,wasserhahn,tap
der,wechsel,change
den,wecker,alarm
der,weg,way
das,weibchen,female
das,weihnachtslied,carol
der,wein,wine
das,weinen,cry
das,weinen,crying
der,weinstock,vine
die,weisheit,wisdom
das,weiß,white
die,welle,wave
die,welle,shaft
der,welpe,puppy
die,welt,world
die,wende,turn
das,werkzeug,tool
der,wert,value
der,wert,worth
der,westen,west
das,wetter,weather
der,whisky,whiskey
die,wiese,meadow
der,wille,will
der,wind,wind
die,windschutzscheibe,windshield
der,winkel,angle
der,winter,winter
die,wirbelsäule,spine
das,wissen,knowledge
die,wissenschaft,science
der,wissenschaftler,scientist
die,witwe,widow
der,witz,joke
der,witz,wit
die,woche,week
das,wochenende,weekend
das,wohl,sake
die,wohnung,apartment
das,wohnzimmer,parlor
das,wohnzimmer,lounge
der,wolf,wolf
die,wolke,cloud
die,wolle,wool
das,wort,word
der,wulst,bead
die,wunde,wound
das,wunder,wonder
das,wunder,miracle
der,wunsch,wish
der,wurm,worm
die,wut,anger
die,wut,rage
die,wut,fury
der,wächter,guard
die,wärme,warmth
die,wäsche,laundry
der,würfel,cube
die,wüste,desert
die,zahlung,pay
der,zahn,tooth
der,zauber,spell
der,zauberer,wizard
der,zaun,fence
die,zehe,toe
die,zeichnung,drawing
die,zeit,time
die,zeitung,newspaper
die,zelle,cell
das,zelt,tent
das,zentrum,center
die,zeremonie,ceremony
das,zeug,stuff
der,zeuge,witness
die,ziege,goat
die,ziegel,brick
das,ziel,target
das,ziel,goal
das,ziel,destination
das,zifferblatt,dial
die,zigarette,cigarette
die,zigarre,cigar
das,zimmer,room
die,zivilisation,civilization
die,zone,zone
der,zucker,sugar
die,zuflucht,shelter
die,zufriedenheit,satisfaction
der,zug,train
die,zugehörigkeit,affiliation
die,zugriffs,access
das,zuhause,home
die,zukunft,future
die,zunge,tongue
die,zuordnung,assignment
der,zuschuss,grant
der,zweifel,doubt
der,zweite,second
das,zwielicht,twilight
der,zwilling,twin
der,zähler,counter
die,zählung,count
die,öffentlichenverkehrsmittel,publictransport
die,öffentlichkeit,public
das,öl,oil
die,überprüfung,review
die,überraschung,surprise
die,übung,practice
die,übung,exercise
